,car_model,year_of_manufacture,price,fuel,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1
1080,corolla altis,2016,21985.07,Diesel,1060.0,1040.0,1020.0,1000.0,980.0,,,,,,,,,,
1081,etios gd,2015,7089.55,Diesel,1061.0,1041.0,1021.0,1001.0,981.0,,,,,,,,,,
1082,innova,2017,34328.36,Diesel,1062.0,1042.0,1022.0,1002.0,982.0,,,,,,,,,,
1083,innova,2015,18656.72,Diesel,1063.0,1043.0,1023.0,1003.0,983.0,,,,,,,,,,
1084,innova,2005,5208.96,Diesel,1064.0,1044.0,1024.0,1004.0,984.0,,,,,,,,,,
1085,camry,2006,3731.34,Petrol,1065.0,1045.0,1025.0,1005.0,985.0,,,,,,,,,,
1086,land cruiser,2010,52238.81,Diesel,1066.0,1046.0,1026.0,1006.0,986.0,,,,,,,,,,
1087,corolla altis,2012,8805.97,Petrol,1067.0,1047.0,1027.0,1007.0,987.0,,,,,,,,,,
1088,etios liva,2013,5149.25,Petrol,1068.0,1048.0,1028.0,1008.0,988.0,,,,,,,,,,
1089,etios g,2014,7089.55,Petrol,1069.0,1049.0,1029.0,1009.0,989.0,,,,,,,,,,
1090,alto 800,2017,4253.73,Petrol,1070.0,1050.0,1030.0,1010.0,,,,,,,,,,,
1091,ciaz,2015,10223.88,Diesel,1071.0,1051.0,1031.0,1011.0,,,,,,,,,,,
1092,ciaz,2015,11194.03,Petrol,1072.0,1052.0,1032.0,1012.0,,,,,,,,,,,
1093,ertiga,2015,9104.48,Petrol,1073.0,1053.0,1033.0,1013.0,,,,,,,,,,,
1094,dzire,2009,3358.21,Petrol,1074.0,1054.0,1034.0,1014.0,,,,,,,,,,,
1095,ertiga,2016,11567.16,Diesel,1075.0,1055.0,1035.0,1015.0,,,,,,,,,,,
1096,ertiga,2015,10820.9,Diesel,1076.0,1056.0,1036.0,1016.0,,,,,,,,,,,
1097,ertiga,2016,11567.16,Diesel,1077.0,1057.0,1037.0,1017.0,,,,,,,,,,,
1098,wagon r,2015,4850.75,CNG,1078.0,1058.0,1038.0,1018.0,,,,,,,,,,,
1099,sx4,2010,3955.22,Petrol,1079.0,1059.0,1039.0,1019.0,,,,,,,,,,,
1100,baleno,2016,8731.34,Petrol,1080.0,1060.0,1040.0,1020.0,,,,,,,,,,,
1101,alto k10,2014,3805.97,Petrol,1081.0,1061.0,1041.0,1021.0,,,,,,,,,,,
1102,sx4,2008,2910.45,Petrol,1082.0,1062.0,1042.0,1022.0,,,,,,,,,,,
1103,dzire,2014,8208.96,Diesel,1083.0,1063.0,1043.0,1023.0,,,,,,,,,,,
1104,omni,2012,1865.67,Petrol,1084.0,1064.0,1044.0,1024.0,,,,,,,,,,,
1105,ciaz,2014,11194.03,Petrol,1085.0,1065.0,1045.0,1025.0,,,,,,,,,,,
1106,ritz,2013,3955.22,Petrol,1086.0,1066.0,1046.0,1026.0,,,,,,,,,,,
1107,wagon r,2006,1567.16,Petrol,1087.0,1067.0,1047.0,1027.0,,,,,,,,,,,
1108,ertiga,2015,8656.72,Petrol,1088.0,1068.0,1048.0,1028.0,,,,,,,,,,,
1109,ciaz,2017,11567.16,Petrol,1089.0,1069.0,1049.0,1029.0,,,,,,,,,,,
1110,fortuner,2012,22238.81,Diesel,1090.0,1070.0,1050.0,1030.0,,,,,,,,,,,
1111,fortuner,2015,34328.36,Diesel,1091.0,1071.0,1051.0,1031.0,,,,,,,,,,,
1112,innova,2017,26865.67,Diesel,1092.0,1072.0,1052.0,1032.0,,,,,,,,,,,
1113,fortuner,2013,23880.6,Diesel,1093.0,1073.0,1053.0,1033.0,,,,,,,,,,,
1114,innova,2005,4104.48,Petrol,1094.0,1074.0,1054.0,1034.0,,,,,,,,,,,
1115,corolla altis,2009,5373.13,Petrol,1095.0,1075.0,1055.0,1035.0,,,,,,,,,,,
1116,etios cross,2015,6716.42,Petrol,1096.0,1076.0,1056.0,1036.0,,,,,,,,,,,
1117,corolla altis,2010,7089.55,Petrol,1097.0,1077.0,1057.0,1037.0,,,,,,,,,,,
1118,etios g,2014,6119.4,Petrol,1098.0,1078.0,1058.0,1038.0,,,,,,,,,,,
1119,fortuner,2014,29835.82,Diesel,1099.0,1079.0,1059.0,1039.0,,,,,,,,,,,
1120,ritz,2012,4626.87,Diesel,1100.0,1080.0,1060.0,1040.0,,,,,,,,,,,
1121,ritz,2011,3507.46,Petrol,1101.0,1081.0,1061.0,1041.0,,,,,,,,,,,
1122,swift,2014,7388.06,Diesel,1102.0,1082.0,1062.0,1042.0,,,,,,,,,,,
1123,ertiga,2014,8955.22,Diesel,1103.0,1083.0,1063.0,1043.0,,,,,,,,,,,
1124,dzire,2014,8208.96,Diesel,1104.0,1084.0,1064.0,1044.0,,,,,,,,,,,
1125,sx4,2011,4402.99,CNG,1105.0,1085.0,1065.0,1045.0,,,,,,,,,,,
1126,dzire,2015,6940.3,Petrol,1106.0,1086.0,1066.0,1046.0,,,,,,,,,,,
1127,800,2003,522.39,Petrol,1107.0,1087.0,1067.0,1047.0,,,,,,,,,,,
1128,alto k10,2016,4477.61,Petrol,1108.0,1088.0,1068.0,1048.0,,,,,,,,,,,
1129,sx4,2003,3358.21,Petrol,1109.0,1089.0,1069.0,1049.0,,,,,,,,,,,
1130,corolla altis,2013,10373.13,Petrol,1110.0,1090.0,1070.0,1050.0,,,,,,,,,,,
1131,etios cross,2015,6716.42,Petrol,1111.0,1091.0,1071.0,1051.0,,,,,,,,,,,
1132,fortuner,2014,27985.07,Diesel,1112.0,1092.0,1072.0,1052.0,,,,,,,,,,,
1133,fortuner,2015,35074.63,Diesel,1113.0,1093.0,1073.0,1053.0,,,,,,,,,,,
1134,fortuner,2017,49253.73,Diesel,1114.0,1094.0,1074.0,1054.0,,,,,,,,,,,
1135,etios liva,2014,7089.55,Diesel,1115.0,1095.0,1075.0,1055.0,,,,,,,,,,,
1136,innova,2017,29477.61,Petrol,1116.0,1096.0,1076.0,1056.0,,,,,,,,,,,
1137,fortuner,2010,13805.97,Diesel,1117.0,1097.0,1077.0,1057.0,,,,,,,,,,,
1138,corolla altis,2011,6492.54,Petrol,1118.0,1098.0,1078.0,1058.0,,,,,,,,,,,
1139,corolla altis,2016,21268.66,Petrol,1119.0,1099.0,1079.0,1059.0,,,,,,,,,,,
1140,etios liva,2014,5895.52,Diesel,1120.0,1100.0,1080.0,1060.0,,,,,,,,,,,
1141,corolla altis,2011,6716.42,Diesel,1121.0,1101.0,1081.0,1061.0,,,,,,,,,,,
1142,corolla altis,2013,11119.4,Petrol,1122.0,1102.0,1082.0,1062.0,,,,,,,,,,,
1143,etios liva,2011,3955.22,Petrol,1123.0,1103.0,1083.0,1063.0,,,,,,,,,,,
1144,etios cross,2014,7313.43,Diesel,1124.0,1104.0,1084.0,1064.0,,,,,,,,,,,
1145,etios g,2015,5895.52,Petrol,1125.0,1105.0,1085.0,1065.0,,,,,,,,,,,
1146,corolla altis,2013,8208.96,Petrol,1126.0,1106.0,1086.0,1066.0,,,,,,,,,,,
1147,corolla,2004,2238.81,Petrol,1127.0,1107.0,1087.0,1067.0,,,,,,,,,,,
1148,corolla altis,2010,7835.82,Petrol,1128.0,1108.0,1088.0,1068.0,,,,,,,,,,,
1149,fortuner,2012,21641.79,Diesel,1129.0,1109.0,1089.0,1069.0,,,,,,,,,,,
1150,corolla altis,2016,21985.07,Diesel,1130.0,1110.0,1090.0,1070.0,,,,,,,,,,,
1151,etios gd,2015,7089.55,Diesel,1131.0,1111.0,1091.0,1071.0,,,,,,,,,,,
1152,innova,2017,34328.36,Diesel,1132.0,1112.0,1092.0,1072.0,,,,,,,,,,,
1153,innova,2015,18656.72,Diesel,1133.0,1113.0,1093.0,1073.0,,,,,,,,,,,
1154,innova,2005,5208.96,Diesel,1134.0,1114.0,1094.0,1074.0,,,,,,,,,,,
1155,camry,2006,3731.34,Petrol,1135.0,1115.0,1095.0,1075.0,,,,,,,,,,,
1156,land cruiser,2010,52238.81,Diesel,1136.0,1116.0,1096.0,1076.0,,,,,,,,,,,
1157,corolla altis,2012,8805.97,Petrol,1137.0,1117.0,1097.0,1077.0,,,,,,,,,,,
1158,etios liva,2013,5149.25,Petrol,1138.0,1118.0,1098.0,1078.0,,,,,,,,,,,
1159,etios g,2014,7089.55,Petrol,1139.0,1119.0,1099.0,1079.0,,,,,,,,,,,
1160,alto 800,2017,4253.73,Petrol,1140.0,1120.0,1100.0,,,,,,,,,,,,
1161,ciaz,2015,10223.88,Diesel,1141.0,1121.0,1101.0,,,,,,,,,,,,
1162,ciaz,2015,11194.03,Petrol,1142.0,1122.0,1102.0,,,,,,,,,,,,
1163,ertiga,2015,9104.48,Petrol,1143.0,1123.0,1103.0,,,,,,,,,,,,
1164,dzire,2009,3358.21,Petrol,1144.0,1124.0,1104.0,,,,,,,,,,,,
1165,ertiga,2016,11567.16,Diesel,1145.0,1125.0,1105.0,,,,,,,,,,,,
1166,ertiga,2015,10820.9,Diesel,1146.0,1126.0,1106.0,,,,,,,,,,,,
1167,ertiga,2016,11567.16,Diesel,1147.0,1127.0,1107.0,,,,,,,,,,,,
1168,wagon r,2015,4850.75,CNG,1148.0,1128.0,1108.0,,,,,,,,,,,,
1169,sx4,2010,3955.22,Petrol,1149.0,1129.0,1109.0,,,,,,,,,,,,
1170,baleno,2016,8731.34,Petrol,1150.0,1130.0,1110.0,,,,,,,,,,,,
1171,alto k10,2014,3805.97,Petrol,1151.0,1131.0,1111.0,,,,,,,,,,,,
1172,sx4,2008,2910.45,Petrol,1152.0,1132.0,1112.0,,,,,,,,,,,,
1173,dzire,2014,8208.96,Diesel,1153.0,1133.0,1113.0,,,,,,,,,,,,
1174,omni,2012,1865.67,Petrol,1154.0,1134.0,1114.0,,,,,,,,,,,,
1175,ciaz,2014,11194.03,Petrol,1155.0,1135.0,1115.0,,,,,,,,,,,,
1176,ritz,2013,3955.22,Petrol,1156.0,1136.0,1116.0,,,,,,,,,,,,
1177,wagon r,2006,1567.16,Petrol,1157.0,1137.0,1117.0,,,,,,,,,,,,
1178,ertiga,2015,8656.72,Petrol,1158.0,1138.0,1118.0,,,,,,,,,,,,
1179,ciaz,2017,11567.16,Petrol,1159.0,1139.0,1119.0,,,,,,,,,,,,
1180,fortuner,2012,22238.81,Diesel,1160.0,1140.0,1120.0,,,,,,,,,,,,
1181,fortuner,2015,34328.36,Diesel,1161.0,1141.0,1121.0,,,,,,,,,,,,
1182,innova,2017,26865.67,Diesel,1162.0,1142.0,1122.0,,,,,,,,,,,,
1183,fortuner,2013,23880.6,Diesel,1163.0,1143.0,1123.0,,,,,,,,,,,,
1184,innova,2005,4104.48,Petrol,1164.0,1144.0,1124.0,,,,,,,,,,,,
1185,corolla altis,2009,5373.13,Petrol,1165.0,1145.0,1125.0,,,,,,,,,,,,
1186,etios cross,2015,6716.42,Petrol,1166.0,1146.0,1126.0,,,,,,,,,,,,
1187,corolla altis,2010,7089.55,Petrol,1167.0,1147.0,1127.0,,,,,,,,,,,,
1188,etios g,2014,6119.4,Petrol,1168.0,1148.0,1128.0,,,,,,,,,,,,
1189,fortuner,2014,29835.82,Diesel,1169.0,1149.0,1129.0,,,,,,,,,,,,
1190,ritz,2012,4626.87,Diesel,1170.0,1150.0,1130.0,,,,,,,,,,,,
1191,ritz,2011,3507.46,Petrol,1171.0,1151.0,1131.0,,,,,,,,,,,,
1192,swift,2014,7388.06,Diesel,1172.0,1152.0,1132.0,,,,,,,,,,,,
1193,ertiga,2014,8955.22,Diesel,1173.0,1153.0,1133.0,,,,,,,,,,,,
1194,dzire,2014,8208.96,Diesel,1174.0,1154.0,1134.0,,,,,,,,,,,,
1195,sx4,2011,4402.99,CNG,1175.0,1155.0,1135.0,,,,,,,,,,,,
1196,dzire,2015,6940.3,Petrol,1176.0,1156.0,1136.0,,,,,,,,,,,,
1197,800,2003,522.39,Petrol,1177.0,1157.0,1137.0,,,,,,,,,,,,
1198,alto k10,2016,4477.61,Petrol,1178.0,1158.0,1138.0,,,,,,,,,,,,
1199,sx4,2003,3358.21,Petrol,1179.0,1159.0,1139.0,,,,,,,,,,,,
1200,corolla altis,2013,10373.13,Petrol,1180.0,1160.0,1140.0,,,,,,,,,,,,
1201,etios cross,2015,6716.42,Petrol,1181.0,1161.0,1141.0,,,,,,,,,,,,
1202,fortuner,2014,27985.07,Diesel,1182.0,1162.0,1142.0,,,,,,,,,,,,
1203,fortuner,2015,35074.63,Diesel,1183.0,1163.0,1143.0,,,,,,,,,,,,
1204,fortuner,2017,49253.73,Diesel,1184.0,1164.0,1144.0,,,,,,,,,,,,
1205,etios liva,2014,7089.55,Diesel,1185.0,1165.0,1145.0,,,,,,,,,,,,
1206,innova,2017,29477.61,Petrol,1186.0,1166.0,1146.0,,,,,,,,,,,,
1207,fortuner,2010,13805.97,Diesel,1187.0,1167.0,1147.0,,,,,,,,,,,,
1208,corolla altis,2011,6492.54,Petrol,1188.0,1168.0,1148.0,,,,,,,,,,,,
1209,corolla altis,2016,21268.66,Petrol,1189.0,1169.0,1149.0,,,,,,,,,,,,
1210,etios liva,2014,5895.52,Diesel,1190.0,1170.0,1150.0,,,,,,,,,,,,
1211,corolla altis,2011,6716.42,Diesel,1191.0,1171.0,1151.0,,,,,,,,,,,,
1212,corolla altis,2013,11119.4,Petrol,1192.0,1172.0,1152.0,,,,,,,,,,,,
1213,etios liva,2011,3955.22,Petrol,1193.0,1173.0,1153.0,,,,,,,,,,,,
1214,etios cross,2014,7313.43,Diesel,1194.0,1174.0,1154.0,,,,,,,,,,,,
1215,etios g,2015,5895.52,Petrol,1195.0,1175.0,1155.0,,,,,,,,,,,,
1216,corolla altis,2013,8208.96,Petrol,1196.0,1176.0,1156.0,,,,,,,,,,,,
1217,corolla,2004,2238.81,Petrol,1197.0,1177.0,1157.0,,,,,,,,,,,,
1218,corolla altis,2010,7835.82,Petrol,1198.0,1178.0,1158.0,,,,,,,,,,,,
1219,fortuner,2012,21641.79,Diesel,1199.0,1179.0,1159.0,,,,,,,,,,,,
1220,corolla altis,2016,21985.07,Diesel,1200.0,1180.0,1160.0,,,,,,,,,,,,
1221,etios gd,2015,7089.55,Diesel,1201.0,1181.0,1161.0,,,,,,,,,,,,
1222,innova,2017,34328.36,Diesel,1202.0,1182.0,1162.0,,,,,,,,,,,,
1223,innova,2015,18656.72,Diesel,1203.0,1183.0,1163.0,,,,,,,,,,,,
1224,innova,2005,5208.96,Diesel,1204.0,1184.0,1164.0,,,,,,,,,,,,
1225,camry,2006,3731.34,Petrol,1205.0,1185.0,1165.0,,,,,,,,,,,,
1226,land cruiser,2010,52238.81,Diesel,1206.0,1186.0,1166.0,,,,,,,,,,,,
1227,corolla altis,2012,8805.97,Petrol,1207.0,1187.0,1167.0,,,,,,,,,,,,
1228,etios liva,2013,5149.25,Petrol,1208.0,1188.0,1168.0,,,,,,,,,,,,
1229,etios g,2014,7089.55,Petrol,1209.0,1189.0,1169.0,,,,,,,,,,,,
1230,alto 800,2017,4253.73,Petrol,1210.0,1190.0,,,,,,,,,,,,,
1231,ciaz,2015,10223.88,Diesel,1211.0,1191.0,,,,,,,,,,,,,
1232,ciaz,2015,11194.03,Petrol,1212.0,1192.0,,,,,,,,,,,,,
1233,ertiga,2015,9104.48,Petrol,1213.0,1193.0,,,,,,,,,,,,,
1234,dzire,2009,3358.21,Petrol,1214.0,1194.0,,,,,,,,,,,,,
1235,ertiga,2016,11567.16,Diesel,1215.0,1195.0,,,,,,,,,,,,,
1236,ertiga,2015,10820.9,Diesel,1216.0,1196.0,,,,,,,,,,,,,
1237,ertiga,2016,11567.16,Diesel,1217.0,1197.0,,,,,,,,,,,,,
1238,wagon r,2015,4850.75,CNG,1218.0,1198.0,,,,,,,,,,,,,
1239,sx4,2010,3955.22,Petrol,1219.0,1199.0,,,,,,,,,,,,,
1240,baleno,2016,8731.34,Petrol,1220.0,1200.0,,,,,,,,,,,,,
1241,alto k10,2014,3805.97,Petrol,1221.0,1201.0,,,,,,,,,,,,,
1242,sx4,2008,2910.45,Petrol,1222.0,1202.0,,,,,,,,,,,,,
1243,dzire,2014,8208.96,Diesel,1223.0,1203.0,,,,,,,,,,,,,
1244,omni,2012,1865.67,Petrol,1224.0,1204.0,,,,,,,,,,,,,
1245,ciaz,2014,11194.03,Petrol,1225.0,1205.0,,,,,,,,,,,,,
1246,ritz,2013,3955.22,Petrol,1226.0,1206.0,,,,,,,,,,,,,
1247,wagon r,2006,1567.16,Petrol,1227.0,1207.0,,,,,,,,,,,,,
1248,ertiga,2015,8656.72,Petrol,1228.0,1208.0,,,,,,,,,,,,,
1249,ciaz,2017,11567.16,Petrol,1229.0,1209.0,,,,,,,,,,,,,
1250,fortuner,2012,22238.81,Diesel,1230.0,1210.0,,,,,,,,,,,,,
1251,fortuner,2015,34328.36,Diesel,1231.0,1211.0,,,,,,,,,,,,,
1252,innova,2017,26865.67,Diesel,1232.0,1212.0,,,,,,,,,,,,,
1253,fortuner,2013,23880.6,Diesel,1233.0,1213.0,,,,,,,,,,,,,
1254,innova,2005,4104.48,Petrol,1234.0,1214.0,,,,,,,,,,,,,
1255,corolla altis,2009,5373.13,Petrol,1235.0,1215.0,,,,,,,,,,,,,
1256,etios cross,2015,6716.42,Petrol,1236.0,1216.0,,,,,,,,,,,,,
1257,corolla altis,2010,7089.55,Petrol,1237.0,1217.0,,,,,,,,,,,,,
1258,etios g,2014,6119.4,Petrol,1238.0,1218.0,,,,,,,,,,,,,
1259,fortuner,2014,29835.82,Diesel,1239.0,1219.0,,,,,,,,,,,,,
1260,ritz,2012,4626.87,Diesel,1240.0,1220.0,,,,,,,,,,,,,
1261,ritz,2011,3507.46,Petrol,1241.0,1221.0,,,,,,,,,,,,,
1262,swift,2014,7388.06,Diesel,1242.0,1222.0,,,,,,,,,,,,,
1263,ertiga,2014,8955.22,Diesel,1243.0,1223.0,,,,,,,,,,,,,
1264,dzire,2014,8208.96,Diesel,1244.0,1224.0,,,,,,,,,,,,,
1265,sx4,2011,4402.99,CNG,1245.0,1225.0,,,,,,,,,,,,,
1266,dzire,2015,6940.3,Petrol,1246.0,1226.0,,,,,,,,,,,,,
1267,800,2003,522.39,Petrol,1247.0,1227.0,,,,,,,,,,,,,
1268,alto k10,2016,4477.61,Petrol,1248.0,1228.0,,,,,,,,,,,,,
1269,sx4,2003,3358.21,Petrol,1249.0,1229.0,,,,,,,,,,,,,
1270,corolla altis,2013,10373.13,Petrol,1250.0,1230.0,,,,,,,,,,,,,
1271,etios cross,2015,6716.42,Petrol,1251.0,1231.0,,,,,,,,,,,,,
1272,fortuner,2014,27985.07,Diesel,1252.0,1232.0,,,,,,,,,,,,,
1273,fortuner,2015,35074.63,Diesel,1253.0,1233.0,,,,,,,,,,,,,
1274,fortuner,2017,49253.73,Diesel,1254.0,1234.0,,,,,,,,,,,,,
1275,etios liva,2014,7089.55,Diesel,1255.0,1235.0,,,,,,,,,,,,,
1276,innova,2017,29477.61,Petrol,1256.0,1236.0,,,,,,,,,,,,,
1277,fortuner,2010,13805.97,Diesel,1257.0,1237.0,,,,,,,,,,,,,
1278,corolla altis,2011,6492.54,Petrol,1258.0,1238.0,,,,,,,,,,,,,
1279,corolla altis,2016,21268.66,Petrol,1259.0,1239.0,,,,,,,,,,,,,
1280,etios liva,2014,5895.52,Diesel,1260.0,1240.0,,,,,,,,,,,,,
1281,corolla altis,2011,6716.42,Diesel,1261.0,1241.0,,,,,,,,,,,,,
1282,corolla altis,2013,11119.4,Petrol,1262.0,1242.0,,,,,,,,,,,,,
1283,etios liva,2011,3955.22,Petrol,1263.0,1243.0,,,,,,,,,,,,,
1284,etios cross,2014,7313.43,Diesel,1264.0,1244.0,,,,,,,,,,,,,
1285,etios g,2015,5895.52,Petrol,1265.0,1245.0,,,,,,,,,,,,,
1286,corolla altis,2013,8208.96,Petrol,1266.0,1246.0,,,,,,,,,,,,,
1287,corolla,2004,2238.81,Petrol,1267.0,1247.0,,,,,,,,,,,,,
1288,corolla altis,2010,7835.82,Petrol,1268.0,1248.0,,,,,,,,,,,,,
1289,fortuner,2012,21641.79,Diesel,1269.0,1249.0,,,,,,,,,,,,,
1290,corolla altis,2016,21985.07,Diesel,1270.0,1250.0,,,,,,,,,,,,,
1291,etios gd,2015,7089.55,Diesel,1271.0,1251.0,,,,,,,,,,,,,
1292,innova,2017,34328.36,Diesel,1272.0,1252.0,,,,,,,,,,,,,
1293,innova,2015,18656.72,Diesel,1273.0,1253.0,,,,,,,,,,,,,
1294,innova,2005,5208.96,Diesel,1274.0,1254.0,,,,,,,,,,,,,
1295,camry,2006,3731.34,Petrol,1275.0,1255.0,,,,,,,,,,,,,
1296,land cruiser,2010,52238.81,Diesel,1276.0,1256.0,,,,,,,,,,,,,
1297,corolla altis,2012,8805.97,Petrol,1277.0,1257.0,,,,,,,,,,,,,
1298,etios liva,2013,5149.25,Petrol,1278.0,1258.0,,,,,,,,,,,,,
1299,etios g,2014,7089.55,Petrol,1279.0,1259.0,,,,,,,,,,,,,
1300,alto 800,2017,4253.73,Petrol,1280.0,,,,,,,,,,,,,,
1301,ciaz,2015,10223.88,Diesel,1281.0,,,,,,,,,,,,,,
1302,ciaz,2015,11194.03,Petrol,1282.0,,,,,,,,,,,,,,
1303,ertiga,2015,9104.48,Petrol,1283.0,,,,,,,,,,,,,,
1304,dzire,2009,3358.21,Petrol,1284.0,,,,,,,,,,,,,,
1305,ertiga,2016,11567.16,Diesel,1285.0,,,,,,,,,,,,,,
1306,ertiga,2015,10820.9,Diesel,1286.0,,,,,,,,,,,,,,
1307,ertiga,2016,11567.16,Diesel,1287.0,,,,,,,,,,,,,,
1308,wagon r,2015,4850.75,CNG,1288.0,,,,,,,,,,,,,,
1309,sx4,2010,3955.22,Petrol,1289.0,,,,,,,,,,,,,,
1310,baleno,2016,8731.34,Petrol,1290.0,,,,,,,,,,,,,,
1311,alto k10,2014,3805.97,Petrol,1291.0,,,,,,,,,,,,,,
1312,sx4,2008,2910.45,Petrol,1292.0,,,,,,,,,,,,,,
1313,dzire,2014,8208.96,Diesel,1293.0,,,,,,,,,,,,,,
1314,omni,2012,1865.67,Petrol,1294.0,,,,,,,,,,,,,,
1315,ciaz,2014,11194.03,Petrol,1295.0,,,,,,,,,,,,,,
1316,ritz,2013,3955.22,Petrol,1296.0,,,,,,,,,,,,,,
1317,wagon r,2006,1567.16,Petrol,1297.0,,,,,,,,,,,,,,
1318,ertiga,2015,8656.72,Petrol,1298.0,,,,,,,,,,,,,,
1319,ciaz,2017,11567.16,Petrol,1299.0,,,,,,,,,,,,,,
1320,fortuner,2012,22238.81,Diesel,1300.0,,,,,,,,,,,,,,
1321,fortuner,2015,34328.36,Diesel,1301.0,,,,,,,,,,,,,,
1322,innova,2017,26865.67,Diesel,1302.0,,,,,,,,,,,,,,
1323,fortuner,2013,23880.6,Diesel,1303.0,,,,,,,,,,,,,,
1324,innova,2005,4104.48,Petrol,1304.0,,,,,,,,,,,,,,
1325,corolla altis,2009,5373.13,Petrol,1305.0,,,,,,,,,,,,,,
1326,etios cross,2015,6716.42,Petrol,1306.0,,,,,,,,,,,,,,
1327,corolla altis,2010,7089.55,Petrol,1307.0,,,,,,,,,,,,,,
1328,etios g,2014,6119.4,Petrol,1308.0,,,,,,,,,,,,,,
1329,fortuner,2014,29835.82,Diesel,1309.0,,,,,,,,,,,,,,
1330,ritz,2012,4626.87,Diesel,1310.0,,,,,,,,,,,,,,
1331,ritz,2011,3507.46,Petrol,1311.0,,,,,,,,,,,,,,
1332,swift,2014,7388.06,Diesel,1312.0,,,,,,,,,,,,,,
1333,ertiga,2014,8955.22,Diesel,1313.0,,,,,,,,,,,,,,
1334,dzire,2014,8208.96,Diesel,1314.0,,,,,,,,,,,,,,
1335,sx4,2011,4402.99,CNG,1315.0,,,,,,,,,,,,,,
1336,dzire,2015,6940.3,Petrol,1316.0,,,,,,,,,,,,,,
1337,800,2003,522.39,Petrol,1317.0,,,,,,,,,,,,,,
1338,alto k10,2016,4477.61,Petrol,1318.0,,,,,,,,,,,,,,
1339,sx4,2003,3358.21,Petrol,1319.0,,,,,,,,,,,,,,
1340,corolla altis,2013,10373.13,Petrol,1320.0,,,,,,,,,,,,,,
1341,etios cross,2015,6716.42,Petrol,1321.0,,,,,,,,,,,,,,
1342,fortuner,2014,27985.07,Diesel,1322.0,,,,,,,,,,,,,,
1343,fortuner,2015,35074.63,Diesel,1323.0,,,,,,,,,,,,,,
1344,fortuner,2017,49253.73,Diesel,1324.0,,,,,,,,,,,,,,
1345,etios liva,2014,7089.55,Diesel,1325.0,,,,,,,,,,,,,,
1346,innova,2017,29477.61,Petrol,1326.0,,,,,,,,,,,,,,
1347,fortuner,2010,13805.97,Diesel,1327.0,,,,,,,,,,,,,,
1348,corolla altis,2011,6492.54,Petrol,1328.0,,,,,,,,,,,,,,
1349,corolla altis,2016,21268.66,Petrol,1329.0,,,,,,,,,,,,,,
1350,etios liva,2014,5895.52,Diesel,1330.0,,,,,,,,,,,,,,
1351,corolla altis,2011,6716.42,Diesel,1331.0,,,,,,,,,,,,,,
1352,corolla altis,2013,11119.4,Petrol,1332.0,,,,,,,,,,,,,,
1353,etios liva,2011,3955.22,Petrol,1333.0,,,,,,,,,,,,,,
1354,etios cross,2014,7313.43,Diesel,1334.0,,,,,,,,,,,,,,
1355,etios g,2015,5895.52,Petrol,1335.0,,,,,,,,,,,,,,
1356,corolla altis,2013,8208.96,Petrol,1336.0,,,,,,,,,,,,,,
1357,corolla,2004,2238.81,Petrol,1337.0,,,,,,,,,,,,,,
1358,corolla altis,2010,7835.82,Petrol,1338.0,,,,,,,,,,,,,,
1359,fortuner,2012,21641.79,Diesel,1339.0,,,,,,,,,,,,,,
1360,corolla altis,2016,21985.07,Diesel,1340.0,,,,,,,,,,,,,,
1361,etios gd,2015,7089.55,Diesel,1341.0,,,,,,,,,,,,,,
1362,innova,2017,34328.36,Diesel,1342.0,,,,,,,,,,,,,,
1363,innova,2015,18656.72,Diesel,1343.0,,,,,,,,,,,,,,
1364,innova,2005,5208.96,Diesel,1344.0,,,,,,,,,,,,,,
1365,camry,2006,3731.34,Petrol,1345.0,,,,,,,,,,,,,,
1366,land cruiser,2010,52238.81,Diesel,1346.0,,,,,,,,,,,,,,
1367,corolla altis,2012,8805.97,Petrol,1347.0,,,,,,,,,,,,,,
1368,etios liva,2013,5149.25,Petrol,1348.0,,,,,,,,,,,,,,
1369,etios g,2014,7089.55,Petrol,1349.0,,,,,,,,,,,,,,
1370,alto 800,2017,4253.73,Petrol,,,,,,,,,,,,,,,
1371,ciaz,2015,10223.88,Diesel,,,,,,,,,,,,,,,
1372,ciaz,2015,11194.03,Petrol,,,,,,,,,,,,,,,
1373,ertiga,2015,9104.48,Petrol,,,,,,,,,,,,,,,
1374,dzire,2009,3358.21,Petrol,,,,,,,,,,,,,,,
1375,ertiga,2016,11567.16,Diesel,,,,,,,,,,,,,,,
1376,ertiga,2015,10820.9,Diesel,,,,,,,,,,,,,,,
1377,ertiga,2016,11567.16,Diesel,,,,,,,,,,,,,,,
1378,wagon r,2015,4850.75,CNG,,,,,,,,,,,,,,,
